cache misses;cache references;branch instructions;branch misses;cache miss rate;branch miss rate
3170053;8017419;27401955;671698;0.3953957002870874;0.024512776551892008
3218883;7744080;25073963;774633;0.41565725044162766;0.03089391972062813
3356417;7813602;24404708;652630;0.4295607838740699;0.02674197126226628
3590063;8551334;33170654;857299;0.41982490685079077;0.025845103928309642
5910281;31227358;251981771;1896802;0.18926612363428247;0.007527536585176235
6175472;19741337;95262418;2234941;0.31281933943987683;0.02346088884705824
3484936;8666136;26696731;710739;0.4021326228898323;0.026622697737786697
3128738;7551905;24179912;638587;0.4142978493505943;0.026409814890972307
3373719;8316142;25989174;712716;0.40568318818990823;0.02742357259988332
3074999;7596956;23999987;664981;0.40476725151494886;0.027707556674926533
3420294;8659878;31750715;836983;0.394958681865957;0.026361075648217686
3412496;7995053;26159456;689853;0.42682593848971356;0.02637107591228197
3440535;8357380;24756477;685225;0.4116762669640485;0.02767861517614158
3318254;7924318;33401782;660798;0.41874316502694614;0.019783315752435006
5394430;13350383;40636824;1208788;0.4040655612651712;0.029746123860467048
4495069;10263495;29516515;888331;0.43796669652978837;0.030096066557993042
3493593;8896020;26315469;735524;0.3927141575670918;0.027950252378173463
3435436;8892670;31884053;836241;0.38632221818643897;0.026227562725479096
3238483;7499055;24085292;645619;0.431852146703818;0.02680552928318245
7248561;33222798;273955627;3260699;0.2181803290619893;0.011902288833074415
3261707;8610156;28446701;976764;0.37882089476659886;0.03433663537996902
3273236;8268164;25701468;654505;0.39588426160874407;0.02546566600787161
3101513;7295485;23011512;621928;0.4251277331116437;0.027026820314979737
3442309;8800403;31696805;834400;0.39115356421745684;0.026324419764074014
3224387;7723732;23823811;640774;0.417464899092822;0.026896368511318363
3062581;7312187;23495528;628940;0.4188324231861138;0.02676849824358065
3784573;8618397;28498007;695498;0.43912725301468475;0.02440514524401654
4711669;12610808;53027166;945052;0.37362149990706384;0.01782203484153764
3360615;9038396;29025706;712525;0.37181541946159474;0.024548067840279235
3328082;7907968;25765208;682319;0.42085172828215794;0.026482184812946202
3520831;7793340;29562219;678613;0.45177433552238194;0.022955414815105726
3090162;7946746;23977676;628622;0.38885878572185395;0.026216969484448786
3093689;7409733;23243467;602623;0.41751693347115204;0.025926553900070072
4187493;11438889;49348647;884658;0.36607514943103303;0.017926692093503598
8190864;37236854;308403493;3191803;0.2199665954594338;0.01034943855191679
5338753;13500738;48165071;1267319;0.3954415677128169;0.026311992771691335
3384314;8132762;24122846;687980;0.4161334119945967;0.028519852093737197
3307106;8516096;30538502;809584;0.38833592293933744;0.026510272180344668
3088753;7387857;26569058;632360;0.4180851091189231;0.023800617997070124
3202781;7850786;24774607;653023;0.4079567319756264;0.026358561409268774
3223971;7951454;24611627;643582;0.40545678815471986;0.026149510554503364
3367338;7970642;26963449;684788;0.42246760047684995;0.025396899335837934
6508332;22243974;68318486;1748545;0.2925885455539554;0.025594024434323678
3094002;7750363;31542112;651741;0.39920736615820446;0.020662566920059126
3315377;8569760;31243916;825683;0.38686929388921043;0.026427001019974576
3031631;7321713;25114855;612308;0.4140603435288982;0.024380311970744008
3098029;7956215;24817676;654498;0.3893847765551836;0.02637225177732194
3109585;7869734;23978251;641367;0.3951321607566406;0.026747864137380162
3180476;7495977;24683813;628201;0.4242910563893139;0.025449917320310277
7447640;30662461;232563087;1968866;0.24289113649422986;0.008465943694667246
3672645;9768078;35807099;846921;0.3759844055299313;0.0236523210104231
3304268;8722434;31213988;803056;0.3788240759402708;0.0257274398900903
3184317;7613663;27451449;644224;0.4182371875403469;0.02346775938858455
3224824;7856213;27185876;651710;0.4104807239824073;0.023972374478571153
3268772;7855470;24732552;664638;0.41611412175210394;0.02687300526043572
6825269;18084325;45749649;1585081;0.3774135335435522;0.03464684505011175
3258389;7977526;27866966;667213;0.40844605207178264;0.023942793054687043
3798498;9370497;27217571;771748;0.40536782627431606;0.028354771261550123
3441114;8924986;32531693;845680;0.38555959639600557;0.02599557299400311
3392069;8141407;24684442;691342;0.41664407638630524;0.02800719578753289
3326997;8245799;26922871;707525;0.403477819432659;0.026279701002170235
3832932;10526182;34394292;1121983;0.36413316813256696;0.03262119772664604
3698828;8768021;26775258;738150;0.4218543728396636;0.02756836180626159
3899566;10779967;50949472;1169436;0.36174192369976643;0.022952858078686272
6288386;30293120;261792942;3058969;0.2075846264762428;0.011684688581100097
3004255;7370669;24826847;617796;0.407595972631521;0.02488419089222244
3426464;8048849;25378826;668642;0.4257085702564429;0.026346451171539612
3050622;7484772;23740909;635015;0.4075771446344658;0.02674771214531002
3188664;7738928;26864408;650482;0.412029159594197;0.024213524452130118
3442415;8545786;28641071;697966;0.40282017359199024;0.024369409928839604
3174790;7797065;24079561;649298;0.4071775725866079;0.026964694248371057
3323207;8004763;25695369;687447;0.41515370286415726;0.02675373138249153
3660620;9008601;28427276;769120;0.40634722305938514;0.027055705231834384
5051618;12514643;39900814;1069195;0.40365658053529774;0.0267963204961182
3067862;7375785;23274894;625221;0.4159370155176703;0.026862463906387715
3313210;8154342;24141667;666035;0.406312367080017;0.02758860852483799
4729520;12672250;33768229;1038411;0.3732186470437373;0.03075112408175152
3334573;7884646;25966767;666733;0.4229198114918539;0.02567639629531085
5671481;14756576;64705042;1161100;0.3843358377986872;0.017944505777463215
7352654;33212523;284384984;2738385;0.22138197691274464;0.009629147648667695
3272237;8097458;25582460;671446;0.40410669620021494;0.026246342220411955
3069427;7376968;25262002;779507;0.41608246097854834;0.03085689724828618
3663424;9685251;37033563;945571;0.3782477088100246;0.025532811952228306
3218718;7805889;26935512;667866;0.41234483349686374;0.024794999256000778
3411540;8064177;25327002;685295;0.4230487500460369;0.027057880755092925
3540059;8672111;27098441;730356;0.40821191057171663;0.026951956387454172
3291290;8242602;25306162;668302;0.39930230769361424;0.026408666790325615
3882648;7823982;24950564;641151;0.4962496079362146;0.02569685398694795
3234579;7779881;24583859;716796;0.41576201486886494;0.029157179920369702
3918810;9607134;43823310;888893;0.4079062496682153;0.020283565983491434
3373745;8123911;26392209;680654;0.4152858149233786;0.025789959453564496
3356965;9247041;33580304;912030;0.36303126589359774;0.027159670740324448
3420490;8835743;32635534;835607;0.3871196796919059;0.025604207977721463
4730590;14549155;93222531;1408608;0.3251453434924571;0.015110166875859657
4950790;22589225;170011819;2588650;0.21916599617738103;0.015226294355453017
3261917;12319082;37745078;650693;0.26478572023467334;0.01723914837319981
3582269;8813351;27833922;729964;0.4064593592153541;0.02622569683137001
3180062;7389854;24182766;630759;0.43032812285601313;0.026082996461198854
3005994;7347986;23846997;629452;0.40909087197498745;0.02639544090184605
3283362;8199160;26738859;774106;0.4004510218119905;0.028950599574948204
3458516;8157160;26919154;691647;0.42398530861231115;0.025693489475932266
3559116;8971493;27552749;719841;0.39671390258009454;0.026125923043105428
3208837;7732491;25053596;658137;0.4149810196998613;0.026269163117342516
3205713;7831468;24675029;632756;0.4093374320114696;0.025643576751216788
3266293;7685683;24609909;638694;0.42498409054862135;0.025952716850761212
3215458;8223624;30943112;783536;0.3910025555643108;0.02532182283410925
3132536;7791130;24844075;655836;0.4020643988741043;0.026398084855242147
3013856;7225397;28442759;611557;0.4171197790239069;0.02150132481873506
7132137;30154503;213531838;1879751;0.23651979938120685;0.008803141571796895
9047615;33664046;275356453;4356117;0.2687619604607242;0.01581991978956818
3010764;7635581;23723338;618937;0.3943071260720042;0.02608979394046487
3521241;8232921;24814635;699843;0.4277025128748351;0.02820283272351175
3465229;8956947;37701669;851191;0.3868761308959403;0.02257701111322154
3700799;9850547;34062390;1124990;0.3756947710619522;0.03302733601488328
3035499;7536303;25323662;638474;0.40278356642507607;0.025212546273915677
3323439;7948324;24501875;662184;0.4181307908434533;0.027025850062495218
4405124;10557166;32916301;871712;0.41726387555145006;0.026482684065867547
3378792;7799134;24260429;676358;0.43322656079508315;0.02787906182532881
3307065;7813575;25680541;658239;0.4232460813392077;0.025631819828094742
3390210;8791024;36749134;882117;0.38564449374725857;0.02400374931284095
4492908;10829677;36645755;891361;0.4148699910440542;0.024323717713006596
3269663;7795138;24686054;644618;0.41944902065877476;0.02611263833417848
3285754;7588708;23612378;649545;0.4329793688200943;0.027508665158587586
4577010;18622656;122185668;1592779;0.24577643489736373;0.013035726907021533
5980149;24589780;173437621;3054054;0.2431965231083808;0.017608947714982785
2978431;7033129;23242022;582388;0.4234859050644457;0.025057544476982253
3750455;9396233;34047292;891907;0.3991445295151791;0.02619612155938863
4723826;13179993;58718387;1039573;0.3584088398226008;0.0177043861916711
3169096;7696020;24022976;661736;0.41178375316072463;0.0275459626650753
3266002;7815829;28026535;647685;0.4178701964948312;0.023109706569149558
3354509;8342014;25180128;701954;0.402122197349465;0.027877300703157665
3444033;9086925;26837599;715390;0.37900973101461716;0.026656259377003135
2962146;6946215;22862234;620187;0.4264402987814227;0.027127139018872783
3444710;9155125;33365705;879914;0.37626029136685735;0.026371809017672488
3605713;8360713;25848416;713847;0.4312686011348554;0.027616663241569618
3101322;7020344;24119204;595036;0.44176211308163815;0.024670631750533724
3011473;7530700;24016550;612488;0.3998928386471377;0.02550274706400378
3936165;10295506;30413944;1041111;0.3823187515018689;0.0342313709790483
4405023;12076043;65269419;1180166;0.36477370940133286;0.018081454042052986
6427167;27076944;189146902;2850232;0.23736677964839756;0.015068880165956934
3521299;8612004;30329016;755344;0.40888264798762286;0.02490499526921678
3720474;9417553;30266675;786535;0.39505739973005727;0.025986832052083686
3204283;7932264;25093301;649889;0.40395566763789004;0.025898904253370252
3229131;7541276;27559644;663630;0.42819424723349203;0.024079774034816995
3354611;8221695;25483355;671188;0.408019392594836;0.026338290229053436
3692815;9466902;29987758;781956;0.39007639457976856;0.026075840681387383
3416819;8081724;24714640;649899;0.42278343086202896;0.026296114367840275
3000734;7047356;23381536;595968;0.4257957168617564;0.025488830160687474
4625341;11090932;37831443;990039;0.417038081200029;0.02616973928274425
3149751;7646341;24150764;629879;0.41192918286014185;0.026081121077577506
3077914;7143655;26139101;606969;0.43085983295665875;0.023220729741240908
3111895;7475725;26179769;640503;0.4162666497229366;0.02446557110568852
3459796;8521580;25747829;696538;0.4060040508919707;0.02705230021529194
4720572;20693992;147521624;2137209;0.2281131644392247;0.014487428636224884
5522708;20030644;126785231;2326623;0.2757129526140048;0.018350899246301015
3311403;8145540;28471853;718120;0.4065295855155091;0.025222102685062333
3168596;8230900;26004139;718306;0.38496349123425144;0.027622756515799273
3431749;8251606;27122564;703610;0.4158886161069736;0.02594186891770262
3272552;7691460;24984479;622283;0.42547864774698174;0.024906783127236713
4511555;10784312;28069530;875441;0.4183442578441722;0.031188302761036613
10878485;27567044;53760724;2063671;0.3946192054541648;0.0383862203939069
11669956;30395150;58360631;2436652;0.3839413853854974;0.04175163904584925
8576056;20750693;36313174;1557530;0.4132901007209735;0.04289159631157552
8801241;22122781;51003951;1726910;0.3978361038786218;0.03385835736529509
5333025;13347021;30450679;1075519;0.3995666898253925;0.03532003342191483
8919909;21846741;38557891;1592402;0.40829472002254247;0.0412989911714829
4527674;11044634;27547542;864518;0.4099433263248017;0.03138276366000277
7432698;18428410;42639559;1499955;0.40332823070465657;0.03517754487094953
7947652;31233241;261150576;2701278;0.2544613285569692;0.010343756622616065
20096710;67662327;177364037;4401814;0.2970147627349559;0.02481796239222949
4904613;12384203;33748503;992450;0.39603783949600957;0.02940723029996323
16032741;47308934;188746196;4049223;0.33889457327446865;0.02145326944761313
5616477;14485269;35940338;1242350;0.38773715558889515;0.03456700935867659
13569752;35416602;73325424;2796628;0.3831466384042151;0.03813994993059979
8442434;21954483;53525177;1864171;0.38454260116259625;0.03482792779928593
4331220;10260693;30405011;860009;0.42211768737257804;0.02828510734628578
10522276;26487910;50921142;1995400;0.39724825401475616;0.039186081097709866
9948575;24211597;41781299;1746778;0.41090123051362537;0.04180765179177411
3489385;8433714;25119226;702743;0.41374239154896647;0.027976299906692984
6989798;17972942;48330685;1535860;0.3889067243415129;0.03177815501683868
3287502;8621186;30831744;816407;0.381328276643144;0.026479429772120578
4264006;10646161;30054316;851345;0.4005205256617855;0.02832687990636686
5244532;23877195;225191543;2043618;0.21964606814158866;0.009075021081053652
6646314;18907921;83708688;1770888;0.35150950757621635;0.02115536681210438
3634278;8738320;27603659;724782;0.415901225864926;0.02625673647105987
3156445;7827428;28027383;663658;0.4032544278912562;0.023678914296065386
3179144;7855105;26436409;655970;0.4047232977789603;0.02481312798572605
3916685;9222444;26004197;766396;0.4246905700918325;0.029472011767946536
3279301;8366472;25600855;679334;0.39195744634058416;0.026535598127484412
4258413;12087003;42903247;1244696;0.3523133898452743;0.029011696946853464
3611233;8923315;28915409;779780;0.40469634883448585;0.026967628228948794
4108367;9428348;27266367;780010;0.43574621980436024;0.02860703811402524
3281135;8191596;26778455;673955;0.40054892843836537;0.025167807478063988
5134534;19214298;91082557;1900043;0.26722464697903614;0.020860668195777594
3096714;7158749;23804350;616590;0.432577535544269;0.025902408593387344
3349113;7881843;24993321;652706;0.42491495961033476;0.026115216941358054
4210381;14898537;87344729;1520727;0.28260365430511736;0.01741063275838889
4803096;22272947;180147640;2451431;0.2156470807387994;0.013607899609453668
3322678;8530790;25629754;700889;0.38949241512216337;0.02734669244191731
3140036;7510882;25359496;626126;0.41806488239330614;0.024690001725586344
3305971;8401364;31921086;811097;0.3935040786234235;0.025409442523352744
3185463;7610469;27394894;642509;0.41856329747877563;0.02345360416433807
3192523;7536694;24499179;625641;0.42359726957204313;0.025537223104496687
3502426;8397078;26152628;699227;0.4171005676022064;0.026736395286928717
3481536;8438216;28998632;681325;0.41259147668180096;0.0234950738365865
3518947;8515695;26520798;722712;0.4132307462867094;0.027250763721363137
3380032;7714631;24919977;680093;0.4381326858018225;0.02729107655275926
3253197;7662830;23943849;620679;0.42454249931161203;0.025922273398900905
3226996;8060542;25739589;722653;0.4003447907101036;0.02807554541760554
3181013;8223355;24063924;648329;0.38682666624510315;0.026941948453627098
3352032;7921464;23795583;679548;0.42315814349468733;0.02855773695479535
4852295;15875969;86821204;1447790;0.3056377220187316;0.016675534700025585
8247395;35644472;252542899;3854676;0.23137935666433773;0.01526345034947904
3289338;8406716;28511080;761189;0.39127502344554044;0.02669800652939138
4699246;11933737;44533099;1118842;0.3937782439817469;0.025123829805781088
3648382;8858801;25993498;713021;0.411836996902854;0.027430744411544764
3329678;7906030;32296180;691258;0.4211567626229599;0.02140370780692949
4007554;9667775;30105223;777766;0.41452702405672454;0.0258349190769987
3315020;9510416;45657546;984711;0.34856729716134394;0.021567322080779373
3421831;8075378;26005367;668284;0.42373632540792516;0.02569792612424966
3559396;9448274;33834261;861451;0.3767244684055522;0.025460907805848042
3159758;7445348;28917175;636497;0.424393594496859;0.022011036693591265
3975791;9606554;36537297;805651;0.41386234855911913;0.022050098560930768
4123838;10109806;37125059;847507;0.4079047609815658;0.022828435100938155
3302167;8208538;25362774;678935;0.40228442628882266;0.026768956739511223
3490921;8646076;25740760;720242;0.40375784344250504;0.02798060352530384
4345840;19539274;156173216;1482593;0.22241563325228972;0.009493260355219937
6015645;19803044;127114828;2243868;0.3037737531664324;0.017652291517084064
3243046;7713623;29128949;636645;0.42043096998647717;0.021856092370514293
3161864;7894184;24552487;658163;0.40053082117163724;0.0268063679251719
3118318;7848071;26323709;639843;0.39733560004745117;0.024306719087344417
3378527;7819520;27579723;659748;0.43206322127189395;0.0239214875363324
3303656;8179079;24885611;657323;0.403915404167144;0.026413777825266174
3409974;8978798;32618975;729106;0.37978067888374367;0.02235220450673266
4809263;7941719;37520715;940515;0.60556952468351;0.02506655323599244
